persona_description;item
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love life.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have a sharp tongue.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not easily disturbed by events.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seek to influence others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am afraid of many things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I dislike changes.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I break rules.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I want to be left alone.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I pretend to be concerned for others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seldom toot my own horn.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I set high standards for myself and others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do crazy things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not bothered by difficult social situations.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I obstruct others?€? plans.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I rarely overindulge.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have difficulty understanding abstract ideas.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I keep others at a distance.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I hold back my opinions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am afraid to draw attention to myself.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I anticipate the needs of others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I turn plans into actions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I have a vivid imagination.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I experience my emotions intensely.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I see beauty in things that others might not notice.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I do not like poetry.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like music.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I seldom get lost in thought.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not interested in theoretical discussions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I need a push to get started.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I cheat to get ahead.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I insult people.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not easily embarrassed.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I don‘t like crowed events.
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I act comfortably with others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am comfortable in unfamiliar situations.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I misjudge situations.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am wary of others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I don?€?t understand people who get emotional.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get overwhelmed by emotions.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I prefer to be alone.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I enjoy being reckless.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I rush into things.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love action.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I jump into things without thinking.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I prefer variety to routine.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I know how to get around the rules.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I prefer to stick with things that I know.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I like a leisurely lifestyle.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I find it difficult to approach others.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I experience very few emotional highs and lows.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I enjoy being part of a group.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I tend to vote for liberal political candidates.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am not interested in other people?€?s problems.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I get irritated easily.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I am relaxed most of the time.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I hold a grudge.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I can’t stand confrontations.
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I try to follow the rules.	
I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read.;I love to help others.	
